logradouro,numero,bairro,cep,cidade,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,anuncio_criado,tipo_anuncio,preco_venda,taxa_condominio,periodicidade,preco_aluguel,iptu_ano
Rua Anatólia,NA,Boaçava,05471000,São Paulo,Apartamento,552,5,3,3,4,2018-06-08,Locação,12950,3010,MONTHLY,15959,1176
Rua Piracuama,85,Vila Pompeia,05017040,São Paulo,Apartamento,60,1,0,2,1,2018-07-12,Venda,280000,595,NA,NA,0
Rua Piracuama,21,Vila Pompeia,05017040,São Paulo,Apartamento,84,2,1,2,1,2018-06-30,Venda,525000,578,NA,NA,118
Rua Bergamota,326,Alto da Lapa,05468913,São Paulo,Apartamento,92,2,NA,3,1,2019-01-28,Locação,2100,525,MONTHLY,2625,123
Rua Iperoig,821,Perdizes,05016000,São Paulo,Apartamento,55,1,0,2,0,2018-09-21,Venda,315000,196,NA,NA,0
Rua Urbanizadora,196,Sumaré,01252040,São Paulo,Apartamento,113,1,1,3,2,2017-06-02,Venda,665000,NA,NA,NA,NA
Rua Laiana,257,Alto de Pinheiros,05470000,São Paulo,Casa de dois andares,698,9,5,5,7,2015-10-22,Venda,2310000,0,NA,NA,0
Rua Bergamota,326,Alto da Lapa,05468000,São Paulo,Apartamento,92,1,0,3,1,2019-01-21,Venda,489299,525,NA,NA,62
Rua Pio XI,NA,Alto de Pinheiros,05468150,São Paulo,Prédio Comercial,330,6,0,0,15,2019-01-04,Venda,2100000,0,NA,NA,909
Rua Ministro Godói,1336,Perdizes,05015001,São Paulo,Apartamento,75,1,0,2,1,2018-12-14,Venda,455000,630,NA,NA,59
Rua Monte Alegre,1285,Perdizes,05014001,São Paulo,Apartamento,282,1,2,3,4,2018-01-12,Locação,4200,1750,MONTHLY,5950,0
Praça Júlio Mesquita,20,República,01209010,São Paulo,Apartamento,60,1,0,1,0,2019-02-22,Venda,170193,0,NA,NA,0
Rua Aperca,NA,Boaçava,05471010,São Paulo,Casa de dois andares,466,5,3,3,4,2017-06-07,Venda,2660000,NA,NA,NA,805
Avenida Sumaré,1180,Perdizes,05016110,São Paulo,Escritório,970,7,0,15,50,2017-06-28,Locação,56000,7,MONTHLY,56007,3500
Avenida José César de Oliveira,NA,Vila Leopoldina,05317000,São Paulo,Escritório,482,4,NA,NA,16,2018-03-04,Locação,6410,6073,MONTHLY,12483,1180
Rua Bartira,81,Perdizes,05009000,São Paulo,Casa,210,2,2,4,3,2015-12-05,Venda,2100000,NA,NA,NA,NA
Rua Bergamota,470,Alto da Lapa,05458000,São Paulo,Apartamento,104,2,NA,3,2,2018-04-21,Venda,651000,827,NA,NA,135
Rua Maria Leonete da Silva Nóbrega,NA,Vila Ida,05454010,São Paulo,Casa de dois andares,86,2,1,2,1,2018-12-22,Venda,700000,NA,NA,NA,125
Rua Cardoso de Almeida,NA,Perdizes,05013001,São Paulo,Apartamento,117,4,0,4,2,2019-02-13,Venda,672000,987,NA,NA,1
Largo do Arouche,418,Centro,01219010,São Paulo,Apartamento,45,1,0,2,0,2017-02-15,Venda,217000,315,NA,NA,0
Rua Apiacás,961,Vila Pompeia,05017020,São Paulo,Apartamento,165,5,3,3,4,2019-02-21,Venda,1533000,1085,NA,NA,720
Rua Paris,123,Sumaré,01257040,São Paulo,Apartamento,41,1,1,1,1,2018-10-10,Venda,332500,232,NA,NA,0
Rua André Casado,37,Perdizes,01259040,São Paulo,Casa,300,6,3,3,4,2018-11-05,Locação,7000,0,MONTHLY,7000,297
Rua Jaguaribe,NA,Vila Buarque,01224000,São Paulo,Apartamento,240,1,NA,3,1,2016-01-18,Venda,944999,518,NA,NA,0
Rua Cardoso de Almeida,1116,Perdizes,05013001,São Paulo,Apartamento,136,2,1,3,1,2018-10-27,Locação,2100,1168,MONTHLY,3268,140
Avenida José César de Oliveira,111,Vila Leopoldina,05317000,São Paulo,Comercial,674,4,0,0,20,2018-12-18,Locação,8964,0,MONTHLY,8964,1680
Avenida Manuel Bandeira,NA,Vila Leopoldina,02675031,São Paulo,Escritório,2542,0,0,0,67,2018-10-31,Locação,115670,21354,MONTHLY,137025,0
Rua Paris,100,Sumaré,01257040,São Paulo,Condomínio,141,2,1,3,2,2018-06-13,Venda,1109500,350,NA,NA,263
Rua Piracuama,NA,Perdizes,05017040,São Paulo,Cobertura,250,3,1,3,4,2018-09-08,Locação,8400,2125,MONTHLY,10525,660
Rua Cayowaá,1260,Perdizes,05018000,São Paulo,Apartamento,120,1,1,3,1,2017-11-23,Venda,595000,552,NA,NA,0
Rua Aimberê,NA,Perdizes,05018011,São Paulo,Apartamento,45,1,1,1,1,2017-06-14,Venda,276500,489,NA,NA,700
Rua Cardoso de Almeida,NA,Perdizes,05013001,São Paulo,Apartamento,127,3,1,3,1,2019-02-23,Venda,1050000,1065,NA,NA,187
Rua Aperca,NA,Boaçava,05471010,São Paulo,Casa de dois andares,466,6,2,4,6,2018-12-22,Venda,1365000,0,NA,NA,1479
Rua Capital Federal,NA,Sumaré,01259010,São Paulo,Apartamento,283,3,4,4,5,2018-09-08,Venda,1610000,2448,NA,NA,1304
Rua Peixoto Werneck,169,Artur Alvim,03568060,São Paulo,Apartamento,40,1,0,2,0,2019-01-07,Venda,118999,0,NA,NA,0
Rua Brigadeiro Brito Delamare,155,Vila Nhocune,03566030,São Paulo,Kitnet,35,1,NA,1,NA,2018-03-22,Venda,111300,NA,NA,NA,NA
Rua Virgínia Ferni,NA,Itaquera,08253001,São Paulo,Apartamento,57,1,NA,2,1,2019-01-22,Venda,136500,140,NA,NA,0
Avenida Duque de Caxias,61,Campos Elíseos,00000000,São Paulo,Apartamento,117,1,0,2,2,2018-08-18,Venda,741568,0,NA,NA,0
Avenida Duque de Caxias,61,Campos Elíseos,01214100,São Paulo,Apartamento,26,1,0,1,0,2016-06-09,Venda,175000,NA,NA,NA,NA
Rua Baronesa de Itu,615,Santa Cecília,01231001,São Paulo,Flat,100,1,2,2,1,2017-11-23,Venda,630000,2800,NA,NA,0
Rua Tupi,965,Santa Cecília,01233000,São Paulo,Apartamento,140,4,2,2,2,2017-04-25,Venda,896000,2100,NA,NA,700
Avenida Duque de Caxias,61,Campos Elíseos,01214100,São Paulo,Apartamento,26,1,0,1,0,2019-02-13,Venda,161491,0,NA,NA,0
Avenida Angélica,890,Santa Cecília,01227000,São Paulo,Apartamento,260,1,2,4,2,2015-10-14,Venda,1386000,2240,NA,NA,489
Rua Doutor Albuquerque Lins,1203,Santa Cecília,01230001,São Paulo,Apartamento,136,1,1,3,2,2019-01-31,Locação,3150,1050,MONTHLY,4200,210
Rua Martim Francisco,472,Vila Buarque,01226001,São Paulo,Apartamento,100,0,1,2,0,2017-08-24,Venda,468999,350,NA,NA,0
Rua Mangabeiras,NA,Santa Cecília,01233010,São Paulo,Apartamento,287,3,3,3,5,2017-04-21,Locação,12600,2324,MONTHLY,14924,944
Rua Doutor Veiga Filho,228,Santa Cecília,01229001,São Paulo,Apartamento,178,2,1,3,1,2017-04-21,Venda,1295000,1260,NA,NA,0
Largo do Arouche,NA,República,01219011,São Paulo,Apartamento,29,1,NA,1,NA,2019-01-20,Venda,268904,7,NA,NA,0
Rua Aureliano Coutinho,108,Vila Buarque,01224020,São Paulo,Apartamento,110,3,1,2,0,2017-11-09,Venda,461999,875,NA,NA,0
Rua Doutor Veiga Filho,NA,Santa Cecília,01229001,São Paulo,Apartamento,186,3,1,3,1,2018-08-04,Venda,1042999,1190,NA,NA,280
Rua Doutor Costa Valente,232,Brás,03052000,São Paulo,Comercial,678,5,0,0,0,2018-08-17,Venda,1540000,0,NA,NA,1190
Rua Doutor Veiga Filho,340,Higienópolis,01229001,São Paulo,Cobertura,990,7,2,4,3,2018-09-05,Venda,6860000,7699,NA,NA,25900
Praça Júlio Mesquita,NA,Santa Efigênia,01209010,São Paulo,Apartamento,60,2,1,2,1,2018-10-21,Venda,414537,0,NA,NA,NA
Rua Mangabeiras,135,Santa Cecília,01233010,São Paulo,Apartamento,358,5,3,4,4,2018-10-09,Locação,4059,4130,MONTHLY,8189,2310
Avenida São João,1086,Campos Elíseos,01036100,São Paulo,Apartamento,78,1,1,1,0,2018-11-05,Venda,244999,329,NA,NA,0
Rua Mangabeiras,135,Santa Cecília,01233010,São Paulo,Apartamento,500,5,3,4,1,2017-11-17,Venda,2975000,3150,NA,NA,16800
Rua Hipódromo,1,Brás,03002000,São Paulo,Apartamento,76,2,1,3,1,2015-05-03,Venda,378000,280,NA,NA,NA
Rua Caiapônia,NA,Alto da Lapa,05468050,São Paulo,Casa,115,2,0,2,2,2018-02-08,Venda,651000,NA,NA,NA,84
Rua Dardanelos,NA,Alto da Lapa,05468010,São Paulo,Apartamento,200,4,2,3,0,2018-08-17,Venda,1155000,672,NA,NA,88
Rua São Vicente de Paulo,635,Santa Cecília,01229010,São Paulo,Apartamento,168,3,1,3,1,2018-08-08,Venda,1190000,1206,NA,NA,268
Rua Siqueira Bueno,1,Belenzinho,03059010,São Paulo,Casa,68,2,1,2,1,2018-05-09,Venda,336000,NA,NA,NA,NA
Rua Conselheiro Brotero,1409,Santa Cecília,01232011,São Paulo,Apartamento,210,3,2,4,3,2016-06-06,Venda,2029999,2814,NA,NA,911
Rua Doutor Brasílio Machado,NA,Santa Cecília,01230010,São Paulo,Apartamento,80,3,1,1,1,2018-09-03,Venda,686000,659,NA,NA,105
Rua Siqueira Bueno,1,Belenzinho,03059010,São Paulo,Apartamento,62,2,NA,2,1,2015-12-23,Venda,273000,434,NA,NA,60
Rua Doutor Veiga Filho,NA,Santa Cecília,01229000,São Paulo,Apartamento,132,3,0,3,2,2019-02-22,Venda,763000,1307,NA,NA,234
Rua Bergamota,NA,Alto da Lapa,05468000,São Paulo,Apartamento,160,4,1,3,2,2017-11-23,Venda,875000,875,NA,NA,224
Rua Baronesa de Itu,640,Santa Cecília,01231000,São Paulo,Apartamento,108,1,NA,2,1,2017-04-25,Venda,503999,973,NA,NA,16307
Rua Monsenhor Andrade,NA,Brás,03009100,São Paulo,Loteamento Comercial,NA,NA,NA,NA,NA,2018-09-21,Venda,13930000,NA,NA,NA,NA
Rua Cardoso de Almeida,898,Perdizes,05013001,São Paulo,Apartamento,195,3,1,3,1,2018-01-16,Locação,2310,1523,MONTHLY,3833,270
Rua Acuruá,NA,Vila Romana,05053000,São Paulo,Casa,390,6,4,4,4,2016-03-16,Venda,1190000,NA,NA,NA,6790
Rua Serra de Botucatu,1991,Vila Gomes Cardim,03417000,São Paulo,Apartamento,99,3,1,3,2,2017-05-03,Venda,540400,560,NA,NA,168
Rua Cardoso de Almeida,NA,Perdizes,05013001,São Paulo,Escritório,35,2,0,0,0,2017-11-21,Venda,258999,525,NA,NA,68
Avenida Ipiranga,1248,Santa Ifigênia,01040000,São Paulo,Apartamento,45,1,0,1,0,2017-04-13,Venda,210000,154,NA,NA,0
Rua São Vicente de Paulo,401,Santa Cecília,01229010,São Paulo,Apartamento,110,0,0,3,1,2018-01-09,Venda,756000,560,NA,NA,0
Rua Eusébio de Paiva,129,Lapa,05054080,São Paulo,Casa,160,2,0,2,2,2018-11-01,Venda,770000,0,NA,NA,139
Rua São Gall,27,Vila Ipojuca,05054170,São Paulo,Casa de dois andares,350,6,1,4,6,2018-01-16,Venda,896000,0,NA,NA,0
Rua São Vicente de Paulo,457,Santa Cecília,01229010,São Paulo,Apartamento,171,3,1,3,2,2018-09-26,Venda,1400000,NA,NA,NA,164
Rua São Vicente de Paulo,435,Santa Cecília,01229010,São Paulo,Apartamento,210,1,1,3,2,2019-01-09,Venda,2029999,1400,NA,NA,3073
Rua Doutor Miranda de Azevedo,957,Pompeia,05027000,São Paulo,Apartamento,54,1,NA,2,1,2018-07-27,Venda,336000,485,NA,NA,31
Rua Doutor Brasílio Machado,356,Santa Cecília,01230010,São Paulo,Apartamento,379,1,4,4,6,2017-09-21,Venda,1680000,1959,NA,NA,0
Rua Doutor Albuquerque Lins,1238,Santa Cecília,01230000,São Paulo,Apartamento,127,2,1,3,0,2016-06-10,Venda,665000,909,NA,NA,280
Rua Mangabeiras,81,Santa Cecília,01233010,São Paulo,Apartamento,287,5,3,4,5,2018-12-05,Venda,1945999,2324,NA,NA,944
Rua Bandim,NA,Boaçava,05470040,São Paulo,Casa,283,6,3,3,4,2018-12-22,Venda,1610000,NA,NA,NA,665
Rua São Vicente de Paulo,456,Santa Cecília,01229010,São Paulo,Apartamento,212,5,3,3,1,2015-12-05,Venda,1295000,970,NA,NA,NA
Rua Teixeira de Freitas,2,Belenzinho,03055010,São Paulo,Loteamento Residencial,NA,0,0,0,0,2017-05-09,Venda,2376010,0,NA,NA,0
Rua Pio XI,NA,Alto de Pinheiros,05468140,São Paulo,Apartamento,112,1,1,3,2,2017-10-04,Venda,710500,896,NA,NA,172
Rua Vitória,657,Santa Ifigênia,00000000,São Paulo,Apartamento,67,1,NA,1,NA,2015-07-28,Venda,227500,196,NA,NA,0
Rua da Alfândega,496,Brás,03006030,São Paulo,Apartamento,127,2,1,2,1,2018-07-06,Venda,558600,665,NA,NA,1750
Rua Dardanelos,NA,Alto da Lapa,05468010,São Paulo,Apartamento,130,3,1,3,2,2018-09-14,Venda,763000,1050,NA,NA,385
Rua São Vicente de Paulo,435,Santa Cecília,01229010,São Paulo,Apartamento,210,1,1,3,2,2018-02-24,Venda,1924999,1225,NA,NA,306
Avenida Angélica,NA,Santa Cecília,01227000,São Paulo,Apartamento,42,1,NA,1,1,2017-10-04,Venda,294000,280,NA,NA,0
Rua Frederico Abranches,NA,Vila Buarque,01225000,São Paulo,Apartamento,48,1,NA,1,NA,2016-05-24,Venda,224000,244,NA,NA,0
Rua Doutor Veiga Filho,NA,Santa Cecília,01229001,São Paulo,Apartamento,163,2,1,3,1,2019-02-16,Locação,3849,770,MONTHLY,4620,272
Rua Diamante Preto,180,Chácara Califórnia,03317040,São Paulo,Apartamento,96,2,1,3,3,2018-04-05,Venda,510999,553000,NA,NA,0
Avenida Angélica,672,Santa Cecilia,01227200,São Paulo,Escritório,33,2,0,0,1,2018-09-11,Locação,909,565,MONTHLY,1475,161
Rua São Vicente de Paulo,554,Santa Cecília,01229010,São Paulo,Apartamento,45,1,0,1,1,2018-03-21,Venda,406000,609,NA,NA,62
Rua Baronesa de Itu,88,Santa Cecilia,00000000,São Paulo,Kitnet,36,1,0,1,0,2019-01-06,Venda,305450,0,NA,NA,0
Rua Baronesa de Itu,102,Santa Cecília,01231000,São Paulo,Comercial,200,0,1,3,0,2018-05-16,Venda,2450000,0,NA,NA,0
Rua Iperoig,690,Perdizes,05016000,São Paulo,Apartamento,198,3,2,4,4,2019-01-31,Venda,1260000,1260,NA,NA,302
Rua Apiacás,758,Vila Pompeia,05017020,São Paulo,Apartamento,155,3,2,4,3,2018-12-12,Venda,826000,1680,NA,NA,420
Rua Conselheiro Cotegipe,227,Belenzinho,03058000,São Paulo,Apartamento,68,1,1,2,1,2018-08-15,Venda,378000,280,NA,NA,24
NA,NA,Brás,NA,São Paulo,Depósito,651,NA,NA,0,NA,2017-03-08,Venda,3150000,NA,NA,NA,385
Rua Saldanha Marinho,72,Belenzinho,03055020,São Paulo,Depósito,352,1,NA,NA,30,2016-11-12,Venda,896000,0,NA,NA,NA
Rua Iperoig,690,Perdizes,05016000,São Paulo,Apartamento,90,1,2,3,2,2017-10-19,Venda,686000,732,NA,NA,216
Rua Fortunato,121,Vila Buarque,01224030,São Paulo,Comercial,160,4,NA,NA,NA,2018-08-25,Locação,2240,NA,MONTHLY,2240,189
Rua Visconde de Parnaíba,3387,Brás,03045002,São Paulo,Apartamento,108,4,1,3,2,2017-04-14,Venda,521499,420,NA,NA,0
Rua Francisco Marengo,309,Tatuapé,03313001,São Paulo,Comercial,2000,0,0,0,6,2018-11-19,Locação,28000,0,MONTHLY,28000,4382
Rua Cristais,175,Tatuapé,03065040,São Paulo,Apartamento,80,3,2,2,2,2018-11-05,Venda,489999,448,NA,NA,1411
NA,NA,Santa Cecilia,NA,São Paulo,Apartamento,30,1,0,1,0,2018-02-06,Venda,244999,560,NA,NA,0
Rua Sousa de Menezes,1,Tatuapé,03314010,São Paulo,Apartamento,45,2,1,1,1,2016-03-16,Venda,336000,280,NA,NA,0
Rua Redenção,399,Chácara Tatuapé,03060010,São Paulo,Casa de dois andares,310,6,4,4,3,2018-09-16,Locação,4200,0,MONTHLY,4200,342
Rua Francisco Bayardo,551,Perdizes,05020010,São Paulo,Apartamento,72,3,1,3,2,2018-08-28,Venda,455000,686,NA,NA,98
Rua Pio XI,NA,Alto de Pinheiros,05468140,São Paulo,Apartamento,120,3,1,3,3,2018-09-08,Locação,2029,1113,MONTHLY,3143,350
Rua Capital Federal,901,Sumaré,01259010,São Paulo,Casa,252,4,3,3,2,2017-04-20,Venda,965999,NA,NA,NA,221
Rua Cajaíba,462,Vila Pompéia,05025000,São Paulo,Apartamento,69,2,1,3,2,2018-08-25,Venda,436433,0,NA,NA,0
Rua Francisco Bayardo,551,Perdizes,05020010,São Paulo,Apartamento,78,2,0,3,2,2019-02-20,Locação,1959,630,MONTHLY,2590,140
Rua Serra de Botucatu,1991,Vila Gomes Cardim,03317001,São Paulo,Apartamento,99,3,1,3,2,2018-08-28,Venda,517299,0,NA,NA,0
Rua Cajaíba,451,Vila Pompéia,05025000,São Paulo,Casa de dois andares,170,0,0,3,3,2017-04-13,Venda,525000,0,NA,NA,0
Avenida São João,1459,Santa Cecília,01211100,São Paulo,Apartamento,59,1,1,2,1,2018-10-23,Venda,378000,0,NA,NA,NA
NA,NA,Brás,NA,São Paulo,Apartamento,94,1,NA,2,NA,2018-05-25,Locação,1120,454,MONTHLY,1575,70
Rua Doutor Albuquerque Lins,993,Santa Cecília,01230000,São Paulo,Apartamento,168,2,0,3,1,2017-12-14,Venda,1120000,1050,NA,NA,315
Rua Inhatium,NA,Alto de Pinheiros,05468160,São Paulo,Apartamento,174,2,1,3,4,2018-07-11,Venda,1715000,0,NA,NA,0
Rua Itapura,267,Vila Gomes Cardim,03310000,São Paulo,Apartamento,94,2,1,3,2,2018-04-20,Venda,517999,602,NA,NA,130
Rua Caramimuã,49,Alto de Pinheiros,05454080,São Paulo,Casa,360,4,3,3,4,2018-06-27,Venda,2100000,NA,NA,NA,1078
Avenida São João,1459,Santa Cecília,01211100,São Paulo,Apartamento,42,1,0,0,1,2018-05-17,Venda,297500,315,NA,NA,1120
Avenida Angélica,736,Santa Cecilia,01227100,São Paulo,Apartamento,106,1,0,2,1,2018-10-27,Venda,595000,595,NA,NA,125
Rua Baronesa de Itu,474,Santa Cecília,01231000,São Paulo,Apartamento,86,2,1,2,1,2018-10-05,Venda,693000,770,NA,NA,196
Rua da Cantareira,701,Luz,01103201,São Paulo,Comercial,750,6,NA,NA,NA,2017-08-26,Locação,23100,NA,MONTHLY,23100,1743
Rua Barão de Tatuí,NA,Vila Buarque,01226030,São Paulo,Apartamento,49,1,0,1,1,2015-07-15,Venda,268800,518,NA,NA,NA
Rua Apinajés,NA,Perdizes,05017000,São Paulo,Apartamento,180,6,4,4,4,2018-12-18,Venda,1484000,1400,NA,NA,NA
Largo Santa Cecília,158,Santa Cecilia,01225010,São Paulo,Apartamento,95,1,0,2,0,2018-12-14,Venda,357000,284,NA,NA,0
Rua Martim Francisco,123,Santa Cecília,01226001,São Paulo,Apartamento,58,1,NA,1,NA,2018-08-31,Venda,301000,301,NA,NA,294
Avenida São João,1459,Santa Cecília,01211000,São Paulo,Apartamento,42,1,0,1,1,2018-12-01,Venda,251999,350,NA,NA,0
Rua Vitória,395,Santa Efigênia,01210001,São Paulo,Kitnet,45,1,0,1,0,2019-02-12,Venda,96320,0,NA,NA,0
Rua Vitória,NA,Santa Efigênia,01210000,São Paulo,Apartamento,39,1,NA,1,NA,2015-12-14,Venda,148400,210,NA,NA,0
Rua Apinajés,NA,Perdizes,05017000,São Paulo,Apartamento,132,2,2,4,3,2018-11-20,Venda,979999,840,NA,NA,311
Rua Piracuama,316,Perdizes,05017040,São Paulo,Apartamento,140,3,1,4,2,2018-10-20,Locação,2800,1354,MONTHLY,4154,446
NA,NA,Santa Cecilia,NA,São Paulo,Comercial,110,2,0,0,2,2017-11-29,Locação,2240,1120,MONTHLY,3360,230
Rua Pio XI,NA,Alto de Pinheiros,05468140,São Paulo,Escritório,230,5,2,4,4,2019-02-13,Venda,1050000,NA,NA,NA,244
Avenida Ajarani,NA,Cidade Patriarca,03548000,São Paulo,Apartamento,63,1,0,3,0,2018-03-29,Locação,1120,315,MONTHLY,1435,0
Rua Vinte e Nove de Outubro,614,Vila Matilde,03510000,São Paulo,Condomínio,127,2,1,3,2,2018-05-30,Venda,445200,0,NA,NA,0
NA,NA,Belenzinho,NA,São Paulo,Depósito,10000,NA,NA,NA,NA,2017-04-13,Venda,16533999,NA,NA,NA,NA
Praça Barão de Itaqui,595,Vila Gomes Cardim,03310020,São Paulo,Escritório,40,1,0,0,0,2019-02-22,Locação,1750,0,MONTHLY,1750,0
Rua São Francisco do Piauí,NA,Itaquera,08215400,São Paulo,Casa de dois andares,222,2,0,3,2,2018-03-06,Venda,385000,0,NA,NA,0
Rua Tacanhunas,64,Vila Matilde,03530020,São Paulo,Casa de dois andares,105,2,2,2,3,2019-01-16,Venda,336000,0,NA,NA,0
Rua Barão de Tatuí,NA,Vila Buarque,01226030,São Paulo,Apartamento,123,2,0,3,1,2014-09-26,Venda,670600,838,NA,NA,NA
Rua Apinajés,NA,Perdizes,05017000,São Paulo,Apartamento,140,5,3,3,2,2019-02-01,Venda,1190000,1330,NA,NA,350
Rua Pedro Bellegarde,327,Tatuapé,03317080,São Paulo,Comercial,650,4,NA,NA,4,2019-02-20,Locação,8400,NA,MONTHLY,8400,979
Rua Diamante Preto,NA,Chácara Califórnia,03405000,São Paulo,Apartamento,98,1,1,3,3,2018-06-20,Venda,595000,577,NA,NA,2800
Rua São Vicente de Paulo,526,Santa Cecília,01229010,São Paulo,Apartamento,230,2,1,3,2,2018-02-21,Locação,2940,1470,MONTHLY,4410,336
Rua Capitão José Leite,NA,Vila Matilde,03510010,São Paulo,Casa de dois andares,165,3,3,3,3,2018-03-06,Venda,350000,0,NA,NA,0
Rua Eugênia de Carvalho,971,Vila Matilde,03516000,São Paulo,Comercial,450,6,NA,NA,1,2018-03-22,Locação,3849,NA,MONTHLY,3849,343
Rua Piracuama,280,Perdizes,05017040,São Paulo,Escritório,42,1,0,0,0,2017-12-12,Locação,1050,588,MONTHLY,1638,159
Rua Doutor Clementino,250,Belenzinho,03059030,São Paulo,Apartamento,142,4,2,4,4,2018-05-23,Venda,770000,1120,NA,NA,NA
Praça Santa Terezinha,46,Tatuapé,03308070,São Paulo,Apartamento,130,3,1,3,2,2019-02-16,Venda,556500,1050,NA,NA,1050
Rua Apinajés,919,Vila Pompeia,01258000,São Paulo,Apartamento,75,3,1,3,1,2018-11-22,Venda,489999,525,NA,NA,0
Praça Santa Terezinha,46,Tatuapé,00000000,São Paulo,Apartamento,130,3,1,3,2,2017-11-08,Locação,2800,1400,MONTHLY,4200,350
Rua Vilela,680,Tatuapé,03314000,São Paulo,Apartamento,102,3,1,3,2,2019-02-05,Venda,616000,493,NA,NA,251
NA,NA,Santa Cecilia,NA,São Paulo,Apartamento,86,2,0,2,0,2018-07-05,Venda,406000,489,NA,NA,NA
Rua Diamante Preto,271,Chácara Califórnia,03317040,São Paulo,Casa de dois andares,95,2,2,2,1,2018-03-06,Venda,385000,0,NA,NA,0
NA,NA,Belenzinho,NA,São Paulo,Comercial,376,1,NA,0,NA,2017-04-21,Venda,1750000,322,NA,NA,NA
Rua Cajuru,1101,Belenzinho,03057000,São Paulo,Comercial,759,0,0,0,0,2017-12-26,Venda,2975000,0,NA,NA,0
Rua Doutor Manuel Vitorino,95,Brás,03017020,São Paulo,Comercial,240,1,NA,NA,NA,2017-10-11,Venda,1050000,NA,NA,NA,346
Rua Martim Affonso,214,Belém,03057050,São Paulo,Apartamento,54,1,NA,2,1,2019-01-05,Venda,244999,448,NA,NA,840
Rua Caraíbas,1199,Vila Pompeia,05020000,São Paulo,Apartamento,114,3,1,3,2,2018-11-08,Venda,525000,700,NA,NA,91
Rua Maracanã,NA,Vila Ipojuca,05061000,São Paulo,Apartamento,68,2,1,2,1,2018-05-10,Venda,503428,434,NA,NA,0
Rua Félix Della Rosa,NA,Vila Anglo Brasileira,05028060,São Paulo,Casa de dois andares,135,4,2,3,2,2018-12-05,Venda,612500,161,NA,NA,0
Rua Cotoxó,1289,Perdizes,05021000,São Paulo,Apartamento,94,4,1,3,2,2019-01-03,Venda,629300,1120,NA,NA,175
Rua Maracanã,143,Vila Ipojuca,05054040,São Paulo,Apartamento,138,1,1,2,1,2018-06-06,Venda,622419,NA,NA,NA,NA
Rua Coelho de Carvalho,54,Alto da Lapa,05468020,São Paulo,Casa de dois andares,129,2,1,4,2,2018-08-10,Venda,1120000,0,NA,NA,205
Rua Maracanã,143,Alto da Lapa,05054040,São Paulo,Apartamento,83,3,2,2,2,2018-11-29,Venda,571130,420,NA,NA,105
Rua Alfaia,135,Alto da Lapa,05468060,São Paulo,Cobertura,264,3,3,3,4,2017-04-13,Venda,1645000,0,NA,NA,0
Avenida Cásper Líbero,500,Centro,01033903,São Paulo,Apartamento,25,1,0,1,0,2018-10-23,Venda,129499,280,NA,NA,42
Rua Cajaíba,NA,Vila Pompéia,05025000,São Paulo,Cobertura,246,4,1,3,4,2018-11-23,Venda,1260000,1959,NA,NA,59994
Rua Cajaíba,NA,Vila Pompéia,05025000,São Paulo,Cobertura,300,4,1,3,4,2018-09-14,Venda,1260000,1959,NA,NA,630
Rua Camburiú,651,Vila Ipojuca,05058020,São Paulo,Apartamento,147,1,3,3,3,2017-04-21,Venda,1610000,1050,NA,NA,70
Rua Maracanã,NA,Vila Ipojuca,05054040,São Paulo,Apartamento,92,1,1,3,2,2018-10-23,Venda,909339,NA,NA,NA,NA
Rua Dardanelos,108,Alto da Lapa,05468010,São Paulo,Cobertura,242,5,1,3,2,2019-02-08,Venda,1648500,1750,NA,NA,525
Rua Cotoxó,1290,Vila Pompeia,05021000,São Paulo,Apartamento,142,5,3,3,3,2019-02-13,Venda,1190000,1540,NA,NA,923
Rua Félix Della Rosa,NA,Vila Anglo Brasileira,05028060,São Paulo,Escritório,170,2,0,2,6,2018-02-18,Venda,489999,NA,NA,NA,71
Avenida Rio Branco,658,República,01206001,São Paulo,Flat,40,1,0,1,1,2016-06-20,Locação,1470,0,MONTHLY,1470,0
Rua Maracanã,143,Vila Ipojuca,05054040,São Paulo,Apartamento,93,2,1,3,2,2017-11-08,Venda,646800,454,NA,NA,14
Rua Tonelero,1138,Vila Ipojuca,05056000,São Paulo,Apartamento,90,2,1,3,2,2019-01-17,Venda,686000,498,NA,NA,172
Rua Camburiú,651,Vila Ipojuca,05058020,São Paulo,Apartamento,130,3,2,2,2,2017-04-13,Venda,1155000,826,NA,NA,385
Rua Cayowaá,1085,Vila Pompeia,01258010,São Paulo,Apartamento,78,2,0,2,0,2017-04-25,Venda,315000,651,NA,NA,0
Rua Irmã Carolina,NA,Belenzinho,03058040,São Paulo,Casa,320,4,1,5,6,2016-01-30,Venda,840000,0,NA,NA,2100
Rua Melo Peixoto,457,Tatuapé,03070000,São Paulo,Comercial,600,0,0,0,0,2018-09-16,Locação,8400,0,MONTHLY,8400,840
Rua Francisco Marengo,189,Tatuapé,03313000,São Paulo,Comercial,70,2,0,0,1,2019-02-23,Locação,1680,0,MONTHLY,1680,700
Rua Maracatuba,NA,Chácara Califórnia,03404130,São Paulo,Casa de dois andares,500,6,3,5,2,2018-08-11,Venda,1050000,0,NA,NA,454
Avenida Conselheiro Carrão,431,Vila Carrão,03402001,São Paulo,Comercial,175,2,0,0,0,2018-09-21,Locação,2450,0,MONTHLY,2450,315
